"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"Philippines","2011","Both sexes","7.3",""
"Philippines","2008","Male","7.4",""
"Philippines","2008","Female","6.4",""
"Philippines","2008","Both sexes","6.9",""
"Philippines","2003","Male","6.5",""
"Philippines","2003","Female","5.5",""
"Philippines","2003","Both sexes","6",""
"Philippines","1998","Both sexes","8",""
"Philippines","1993","Both sexes","9.1",""
"Philippines","1992","Both sexes","8.8",""
"Philippines","1990","Both sexes","6.9",""
"Philippines","1987","Both sexes","5.7",""
"Philippines","1982","Both sexes","6.1",""
"Philippines","1975","Both sexes","9.9",""
"Qatar","1995","Both sexes","2.1",""
"Republic of Moldova","2005","Male","6",""
"Republic of Moldova","2005","Female","5.6",""
"Republic of Moldova","2005","Both sexes","5.8",""
"Romania","2002","Male","3.6",""
"Romania","2002","Female","3.4",""
"Romania","2002","Both sexes","3.5",""
"Romania","2001","Male","4.1",""
"Romania","2001","Female","3.7",""
"Romania","2001","Both sexes","3.9",""
"Romania","2000","Male","4.7",""
"Romania","2000","Female","3.9",""
"Romania","2000","Both sexes","4.3",""
"Romania","1999","Male","3.9",""
"Romania","1999","Female","3.2",""
"Romania","1999","Both sexes","3.6",""
"Romania","1991","Both sexes","3.3",""
"Rwanda","2011","Male","3.5",""
"Rwanda","2011","Female","2.4",""
"Rwanda","2011","Both sexes","3",""
"Rwanda","2005","Male","5",""
"Rwanda","2005","Female","4.7",""
"Rwanda","2005","Both sexes","4.8",""
"Rwanda","2000","Both sexes","7.8",""
"Rwanda","2000","Male","9.2",""
"Rwanda","2000","Female","8.2",""
"Rwanda","2000","Both sexes","8.7",""
"Rwanda","1996","Both sexes","10.8",""
"Rwanda","1992","Male","6",""
"Rwanda","1992","Female","4.1",""
"Rwanda","1992","Both sexes","5",""
"Rwanda","1976","Both sexes","6.5",""
"Saint Lucia","1976","Both sexes","7.5",""
"Samoa","1999","Both sexes","1.3",""
"Sao Tome and Principe","2009","Male","11.3",""
"Sao Tome and Principe","2009","Female","11.1",""
"Sao Tome and Principe","2009","Both sexes","11.2",""
"Sao Tome and Principe","2006","Both sexes","9.6",""
"Sao Tome and Principe","2000","Male","4.4",""
"Sao Tome and Principe","2000","Female","3.5",""
"Sao Tome and Principe","2000","Both sexes","3.9",""
"Sao Tome and Principe","1986","Both sexes","6",""
"Saudi Arabia","2005","Male","12.7",""
"Saudi Arabia","2005","Female","10.8",""
"Saudi Arabia","2005","Both sexes","11.8",""
"Saudi Arabia","1994","Both sexes","2.9",""
"Senegal","2012","Male","9.9",""
"Senegal","2012","Female","7.5",""
"Senegal","2012","Both sexes","8.7",""
"Senegal","2011","Male","9.7",""
"Senegal","2011","Female","9.9",""
"Senegal","2011","Both sexes","9.8",""
"Senegal","2005","Male","8.8",""
"Senegal","2005","Female","8.5",""
"Senegal","2005","Both sexes","8.7",""
"Senegal","2000","Male","11.2",""
"Senegal","2000","Female","8.8",""
"Senegal","2000","Both sexes","10",""
"Senegal","1996","Both sexes","8.2",""
"Senegal","1993","Male","10.3",""
"Senegal","1993","Female","8.6",""
"Senegal","1993","Both sexes","9.4",""
"Senegal","1992","Both sexes","6.8",""
"Senegal","1986","Male","7.3",""
"Senegal","1986","Female","3.5",""
"Senegal","1986","Both sexes","5.4",""
"Serbia","2010","Male","2.7",""
"Serbia","2010","Female","4.2",""
"Serbia","2010","Both sexes","3.5",""
"Serbia","2006","Male","4.8",""
"Serbia","2006","Female","4.2",""
"Serbia","2006","Both sexes","4.5",""
"Seychelles","1988","Both sexes","2.7",""
"Sierra Leone","2010","Male","8.3",""
"Sierra Leone","2010","Female","6.8",""
"Sierra Leone","2010","Both sexes","7.6",""
"Sierra Leone","2010","Male","10.3",""
"Sierra Leone","2010","Female","8.1",""
"Sierra Leone","2010","Both sexes","9.2",""
"Sierra Leone","2008","Male","10.4",""
"Sierra Leone","2008","Female","10.6",""
"Sierra Leone","2008","Both sexes","10.5",""
"Sierra Leone","2005","Male","11.7",""
"Sierra Leone","2005","Female","8.7",""
"Sierra Leone","2005","Both sexes","10.2",""
"Sierra Leone","2000","Male","12.6",""
"Sierra Leone","2000","Female","10.5",""
"Sierra Leone","2000","Both sexes","11.6",""
"Sierra Leone","1990","Both sexes","10.2",""
"Sierra Leone","1989","Both sexes","8.4",""
"Sierra Leone","1978","Both sexes","6.1",""
"Sierra Leone","1975","Both sexes","19.7",""
"Singapore","2000","Male","3.8",""
"Singapore","2000","Female","3.3",""
"Singapore","2000","Both sexes","3.6",""
"Singapore","1977","Male","8.8",""
"Singapore","1977","Female","6.5",""
"Singapore","1977","Both sexes","7.7",""
"Solomon Islands","2007","Both sexes","4.3",""
"Solomon Islands","1989","Male","8.3",""
"Solomon Islands","1989","Female","6.4",""
"Solomon Islands","1989","Both sexes","7.4",""
"Solomon Islands","1970","Male","9.2",""
"Solomon Islands","1970","Female","6.1",""
"Solomon Islands","1970","Both sexes","7.9",""
"Somalia","2006","Male","14.4",""
"Somalia","2006","Female","11.9",""
"Somalia","2006","Both sexes","13.2",""
"Somalia","2000","Both sexes","19.3",""
"South Africa","2008","Both sexes","4.7",""
"South Africa","2005","Male","8.2",""
"South Africa","2005","Female","6.7",""
"South Africa","2005","Both sexes","7.4",""
"South Africa","1999","Both sexes","4.4",""
"South Africa","1995","Both sexes","3.3",""
"South Sudan","2006","Male","26.2",""
"South Sudan","2006","Female","22.9",""
"South Sudan","2006","Both sexes","24.6",""
"Sri Lanka","2009","Male","12.1",""
"Sri Lanka","2009","Female","11.5",""
"Sri Lanka","2009","Both sexes","11.8",""
"Sri Lanka","2007","Male","16.1",""
"Sri Lanka","2007","Female","13.2",""
"Sri Lanka","2007","Both sexes","14.7",""
"Sri Lanka","2000","Male","16.5",""
"Sri Lanka","2000","Female","14.3",""
"Sri Lanka","2000","Both sexes","15.5",""
"Sri Lanka","1995","Both sexes","15.3",""
"Sri Lanka","1993","Both sexes","17.5",""
"Sri Lanka","1987","Male","15.3",""
"Sri Lanka","1987","Female","11",""
"Sri Lanka","1987","Both sexes","13.3",""
"Sri Lanka","1978","Both sexes","15.9",""
"Sudan","2006","Male","15",""
"Sudan","2006","Female","13.9",""
"Sudan","2006","Both sexes","14.5",""
"Suriname","2010","Male","5.8",""
"Suriname","2010","Female","4.2",""
"Suriname","2010","Both sexes","5",""
"Suriname","2006","Male","5.2",""
"Suriname","2006","Female","4.7",""
"Suriname","2006","Both sexes","4.9",""
"Suriname","2000","Male","7.6",""
"Suriname","2000","Female","6.3",""
"Suriname","2000","Both sexes","7",""
"Swaziland","2010","Male","0.5",""
"Swaziland","2010","Female","1",""
"Swaziland","2010","Both sexes","0.8",""
"Swaziland","2008","Both sexes","1.1",""
"Swaziland","2007","Male","3.5",""
"Swaziland","2007","Female","2.4",""
"Swaziland","2007","Both sexes","2.9",""
"Swaziland","2000","Male","1.6",""
"Swaziland","2000","Female","1.9",""
"Swaziland","2000","Both sexes","1.7",""
"Swaziland","1984","Both sexes","1.3",""
"Syrian Arab Republic","2009","Male","12.5",""
"Syrian Arab Republic","2009","Female","10.5",""
"Syrian Arab Republic","2009","Both sexes","11.5",""
"Syrian Arab Republic","2006","Male","11.4",""
"Syrian Arab Republic","2006","Female","9",""
"Syrian Arab Republic","2006","Both sexes","10.3",""
"Syrian Arab Republic","2001","Male","10.5",""
"Syrian Arab Republic","2001","Female","10",""
"Syrian Arab Republic","2001","Both sexes","10.3",""
"Syrian Arab Republic","2000","Both sexes","4.9",""
"Syrian Arab Republic","1995","Both sexes","10.4",""
"Syrian Arab Republic","1993","Male","11.5",""
"Syrian Arab Republic","1993","Female","8.4",""
"Syrian Arab Republic","1993","Both sexes","10",""
"Tajikistan","2009","Male","4.8",""
"Tajikistan","2009","Female","3.8",""
"Tajikistan","2009","Both sexes","4.3",""
"Tajikistan","2007","Male","6.8",""
"Tajikistan","2007","Female","6.7",""
"Tajikistan","2007","Both sexes","6.7",""
"Tajikistan","2005","Male","9",""
"Tajikistan","2005","Female","8.3",""
"Tajikistan","2005","Both sexes","8.7",""
"Tajikistan","2003","Both sexes","5.9",""
"Tajikistan","2002","Both sexes","6.1",""
"Tajikistan","2001","Both sexes","19.4",""
"Tajikistan","2000","Both sexes","9.4",""
"Tajikistan","1999","Both sexes","11.4",""
"Thailand","2006","Male","4.6",""
"Thailand","2006","Female","4.8",""
"Thailand","2006","Both sexes","4.7",""
"Thailand","1995","Both sexes","6.7",""
"Thailand","1993","Both sexes","7.3",""
"Thailand","1987","Male","7.4",""
"Thailand","1987","Female","4.5",""
"Thailand","1987","Both sexes","6",""
"The former Yugoslav Republic of Macedonia","2005","Male","2.4",""
"The former Yugoslav Republic of Macedonia","2005","Female","4.5",""
"The former Yugoslav Republic of Macedonia","2005","Both sexes","3.4",""
"The former Yugoslav Republic of Macedonia","2004","Male","1.5",""
"The former Yugoslav Republic of Macedonia","2004","Female","3.2",""
"The former Yugoslav Republic of Macedonia","2004","Both sexes","2.4",""
"The former Yugoslav Republic of Macedonia","1999","Male","1.8",""
"The former Yugoslav Republic of Macedonia","1999","Female","1.5",""
"The former Yugoslav Republic of Macedonia","1999","Both sexes","1.7",""
"Timor-Leste","2010","Male","20.4",""
"Timor-Leste","2010","Female","17.4",""
"Timor-Leste","2010","Both sexes","18.9",""
"Timor-Leste","2008","Male","29.2",""
"Timor-Leste","2008","Female","19.6",""
"Timor-Leste","2008","Both sexes","24.5",""
"Timor-Leste","2003","Both sexes","14.3",""
"Timor-Leste","2002","Male","15.9",""
"Timor-Leste","2002","Female","11.4",""
"Timor-Leste","2002","Both sexes","13.7",""
"Togo","2010","Male","5.9",""
"Togo","2010","Female","3.6",""
"Togo","2010","Both sexes","4.8",""
"Togo","2008","Male","6.1",""
"Togo","2008","Female","5.9",""
"Togo","2008","Both sexes","6",""
"Togo","2006","Male","17",""
"Togo","2006","Female","15.6",""
"Togo","2006","Both sexes","16.3",""
"Togo","1998","Male","13.4",""
"Togo","1998","Female","14.4",""
"Togo","1998","Both sexes","13.9",""
"Togo","1988","Male","6.9",""
"Togo","1988","Female","6.3",""
"Togo","1988","Both sexes","6.6",""
"Togo","1988","Both sexes","5.5",""
"Togo","1977","Both sexes","5.5",""
"Tonga","1986","Both sexes","1.3",""
"Trinidad and Tobago","2000","Male","5.8",""
"Trinidad and Tobago","2000","Female","4.6",""
"Trinidad and Tobago","2000","Both sexes","5.2",""
"Trinidad and Tobago","1987","Male","3.5",""
"Trinidad and Tobago","1987","Female","3.6",""
"Trinidad and Tobago","1987","Both sexes","3.5",""
"Trinidad and Tobago","1976","Both sexes","11.7",""
"Tunisia","2006","Male","3.6",""
"Tunisia","2006","Female","3.3",""
"Tunisia","2006","Both sexes","3.4",""
"Tunisia","2000","Both sexes","2.9",""
"Tunisia","1997","Both sexes","7.2",""
"Tunisia","1995","Male","4.2",""
"Tunisia","1995","Female","4.9",""
"Tunisia","1995","Both sexes","4.5",""
"Tunisia","1988","Male","4.9",""
"Tunisia","1988","Female","4",""
"Tunisia","1988","Both sexes","4.4",""
"Tunisia","1975","Male","2.5",""
"Tunisia","1975","Female","1.5",""
"Tunisia","1975","Both sexes","2.1",""
"Turkey","2004","Male","1.5",""
"Turkey","2004","Female","0.6",""
"Turkey","2004","Both sexes","1.1",""
"Turkey","1998","Male","3.4",""
"Turkey","1998","Female","2.6",""
"Turkey","1998","Both sexes","3",""
"Turkey","1993","Male","4",""
"Turkey","1993","Female","3.6",""
"Turkey","1993","Both sexes","3.8",""
"Turkmenistan","2000","Both sexes","7.1",""
"Tuvalu","2007","Both sexes","3.3",""
"Uganda","2011","Male","4.8",""
"Uganda","2011","Female","4.8",""
"Uganda","2011","Both sexes","4.8",""
"Uganda","2006","Male","7.7",""
"Uganda","2006","Female","4.9",""
"Uganda","2006","Both sexes","6.3",""
"Uganda","2001","Male","6.2",""
"Uganda","2001","Female","3.7",""
"Uganda","2001","Both sexes","5",""
"Uganda","1995","Male","7.9",""
"Uganda","1995","Female","6",""
"Uganda","1995","Both sexes","7",""
"Uganda","1989","Male","3.4",""
"Uganda","1989","Female","2.9",""
"Uganda","1989","Both sexes","3.1",""
"Ukraine","2002","Both sexes","0.3",""
"Ukraine","2000","Male","8.5",""
"Ukraine","2000","Female","7.9",""
"Ukraine","2000","Both sexes","8.2",""
"United Kingdom","1979","Both sexes","1.4",""
"United Republic of Tanzania","2011","Male","6.3",""
"United Republic of Tanzania","2011","Female","6.8",""
"United Republic of Tanzania","2011","Both sexes","6.6",""
"United Republic of Tanzania","2010","Male","5.8",""
"United Republic of Tanzania","2010","Female","4",""
"United Republic of Tanzania","2010","Both sexes","4.9",""
"United Republic of Tanzania","2009","Male","2.7",""
"United Republic of Tanzania","2009","Female","2.7",""
"United Republic of Tanzania","2009","Both sexes","2.7",""
"United Republic of Tanzania","2005","Male","4",""
"United Republic of Tanzania","2005","Female","3.1",""
"United Republic of Tanzania","2005","Both sexes","3.5",""
"United Republic of Tanzania","1999","Male","6.1",""
"United Republic of Tanzania","1999","Female","5.1",""
"United Republic of Tanzania","1999","Both sexes","5.6",""
"United Republic of Tanzania","1996","Male","9.6",""
"United Republic of Tanzania","1996","Female","7.3",""
"United Republic of Tanzania","1996","Both sexes","8.5",""
"United Republic of Tanzania","1992","Male","8.9",""
"United Republic of Tanzania","1992","Female","6.8",""
"United Republic of Tanzania","1992","Both sexes","7.9",""
"United States of America","2004","Male","0.8",""
"United States of America","2004","Female","0.4",""
"United States of America","2004","Both sexes","0.6",""
"United States of America","2002","Male","0.6",""
"United States of America","2002","Female","0.1",""
"United States of America","2002","Both sexes","0.4",""
"United States of America","1994","Male","0.7",""
"United States of America","1994","Female","0.6",""
"United States of America","1994","Both sexes","0.7",""
"United States of America","1975","Both sexes","3.1",""
"Uruguay","2011","Male","1.1",""
"Uruguay","2011","Female","1",""
"Uruguay","2011","Both sexes","1.1",""
"Uruguay","2007","Male","2.9",""
"Uruguay","2007","Female","1.4",""
"Uruguay","2007","Both sexes","2.2",""
"Uruguay","2004","Male","3",""
"Uruguay","2004","Female","2.9",""
"Uruguay","2004","Both sexes","3",""
"Uruguay","2003","Male","3.1",""
"Uruguay","2003","Female","1.6",""
"Uruguay","2003","Both sexes","2.4",""
"Uruguay","2002","Male","2.6",""
"Uruguay","2002","Female","2.2",""
"Uruguay","2002","Both sexes","2.4",""
"Uruguay","1999","Male","2.5",""
"Uruguay","1999","Female","1.5",""
"Uruguay","1999","Both sexes","2",""
"Uzbekistan","2006","Male","5.3",""
"Uzbekistan","2006","Female","3.7",""
"Uzbekistan","2006","Both sexes","4.5",""
"Uzbekistan","2002","Male","8.7",""
"Uzbekistan","2002","Female","9.1",""
"Uzbekistan","2002","Both sexes","8.9",""
"Uzbekistan","1996","Male","13.5",""
"Uzbekistan","1996","Female","14",""
"Uzbekistan","1996","Both sexes","13.7",""
"Vanuatu","2007","Male","6.2",""
"Vanuatu","2007","Female","5.5",""
"Vanuatu","2007","Both sexes","5.9",""
"Vanuatu","1996","Both sexes","6.8",""
"Venezuela (Bolivarian Republic of)","2009","Both sexes","4.1",""
"Venezuela (Bolivarian Republic of)","2008","Both sexes","4.5",""
"Venezuela (Bolivarian Republic of)","2007","Both sexes","5",""
"Venezuela (Bolivarian Republic of)","2006","Both sexes","4.8",""
"Venezuela (Bolivarian Republic of)","2005","Both sexes","4.8",""
"Venezuela (Bolivarian Republic of)","2004","Both sexes","5.2",""
"Venezuela (Bolivarian Republic of)","2003","Both sexes","5.2",""
"Venezuela (Bolivarian Republic of)","2002","Both sexes","4.8",""
"Venezuela (Bolivarian Republic of)","2001","Both sexes","4.4",""
"Venezuela (Bolivarian Republic of)","2000","Both sexes","3.9",""
"Venezuela (Bolivarian Republic of)","1999","Both sexes","4",""
"Venezuela (Bolivarian Republic of)","1998","Both sexes","4.4",""
"Venezuela (Bolivarian Republic of)","1997","Both sexes","3.8",""
"Venezuela (Bolivarian Republic of)","1996","Both sexes","3.8",""
"Venezuela (Bolivarian Republic of)","1995","Both sexes","3.8",""
"Venezuela (Bolivarian Republic of)","1994","Both sexes","3.8",""
"Venezuela (Bolivarian Republic of)","1993","Both sexes","4",""
"Venezuela (Bolivarian Republic of)","1992","Both sexes","4.3",""
"Venezuela (Bolivarian Republic of)","1991","Both sexes","4.5",""
"Venezuela (Bolivarian Republic of)","1990","Both sexes","5.7",""
"Venezuela (Bolivarian Republic of)","1987","Both sexes","2.2",""
"Venezuela (Bolivarian Republic of)","1982","Both sexes","1.8",""
"Viet Nam","2011","Male","4.6",""
"Viet Nam","2011","Female","4.2",""
"Viet Nam","2011","Both sexes","4.4",""
"Viet Nam","2010","Male","7.3",""
"Viet Nam","2010","Female","6.9",""
"Viet Nam","2010","Both sexes","7.1",""
"Viet Nam","2008","Male","10.2",""
"Viet Nam","2008","Female","9.1",""
"Viet Nam","2008","Both sexes","9.7",""
"Viet Nam","2007","Male","10.8",""
"Viet Nam","2007","Female","9.3",""
"Viet Nam","2007","Both sexes","10.1",""
"Viet Nam","2006","Male","10.5",""
"Viet Nam","2006","Female","9.3",""
"Viet Nam","2006","Both sexes","9.9",""
"Viet Nam","2006","Both sexes","8.4",""
"Viet Nam","2005","Male","11.3",""
"Viet Nam","2005","Female","10",""
"Viet Nam","2005","Both sexes","10.7",""
"Viet Nam","2004","Male","11.9",""
"Viet Nam","2004","Female","10.5",""
"Viet Nam","2004","Both sexes","11.3",""
"Viet Nam","2003","Male","11.5",""
"Viet Nam","2003","Female","10.2",""
"Viet Nam","2003","Both sexes","10.9",""
"Viet Nam","2002","Male","9.5",""
"Viet Nam","2002","Female","8.3",""
"Viet Nam","2002","Both sexes","8.9",""
"Viet Nam","2000","Both sexes","10.3",""
"Viet Nam","2000","Male","11.7",""
"Viet Nam","2000","Female","9.3",""
"Viet Nam","2000","Both sexes","10.7",""
"Viet Nam","2000","Male","7.1",""
"Viet Nam","2000","Female","5.1",""
"Viet Nam","2000","Both sexes","6.1",""
"Viet Nam","1999","Male","12",""
"Viet Nam","1999","Female","9.9",""
"Viet Nam","1999","Both sexes","11",""
"Viet Nam","1999","Both sexes","11.6",""
"Viet Nam","1998","Both sexes","11.9",""
"Viet Nam","1994","Both sexes","13.5",""
"Viet Nam","1993","Male","7.5",""
"Viet Nam","1993","Female","5.8",""
"Viet Nam","1993","Both sexes","6.7",""
"Viet Nam","1989","Both sexes","11.1",""
"Viet Nam","1984","Both sexes","8.5",""
"Yemen","2003","Male","16.8",""
"Yemen","2003","Female","13.6",""
"Yemen","2003","Both sexes","15.2",""
"Yemen","1997","Male","17.6",""
"Yemen","1997","Female","15.4",""
"Yemen","1997","Both sexes","16.5",""
"Yemen","1996","Both sexes","17.4",""
"Yemen","1992","Male","16.2",""
"Yemen","1992","Female","12.7",""
"Yemen","1992","Both sexes","14.3",""
"Zambia","2007","Male","6",""
"Zambia","2007","Female","5.2",""
"Zambia","2007","Both sexes","5.6",""
"Zambia","2002","Male","6.6",""
"Zambia","2002","Female","5.8",""
"Zambia","2002","Both sexes","6.2",""
"Zambia","1999","Male","6.2",""
"Zambia","1999","Female","5.2",""
"Zambia","1999","Both sexes","5.7",""
"Zambia","1997","Male","6.4",""
"Zambia","1997","Female","4.4",""
"Zambia","1997","Both sexes","5.4",""
"Zambia","1992","Male","6.4",""
"Zambia","1992","Female","6.2",""
"Zambia","1992","Both sexes","6.3",""
"Zimbabwe","2011","Male","3.7",""
"Zimbabwe","2011","Female","2.6",""
"Zimbabwe","2011","Both sexes","3.1",""
"Zimbabwe","2006","Male","7.6",""
"Zimbabwe","2006","Female","6.9",""
"Zimbabwe","2006","Both sexes","7.3",""
"Zimbabwe","1999","Male","8.9",""
"Zimbabwe","1999","Female","8.1",""
"Zimbabwe","1999","Both sexes","8.5",""
"Zimbabwe","1994","Male","6.7",""
"Zimbabwe","1994","Female","6",""
"Zimbabwe","1994","Both sexes","6.3",""
"Zimbabwe","1988","Male","1.7",""
"Zimbabwe","1988","Female","1.6",""
"Zimbabwe","1988","Both sexes","1.7",""

